year,stock_code,title,shareholder,shareholding_initial,shareholding_current,pledge,pledge_pp,others_shareholding_total,others_pledge,others_pledge_pp
2017,000104,董事長本人,臺灣金融控股股份有限公司,300000000,300000000,0,0.0,0,0,0.0
2017,000104,董事長之法人代表人,林靖,0,0,0,0.0,0,0,0.0
2017,000104,董事本人,臺灣金融控股股份有限公司,300000000,300000000,0,0.0,0,0,0.0
2017,000104,董事之法人代表人,江士田,0,0,0,0.0,0,0,0.0
2017,000104,董事本人,臺灣金融控股股份有限公司,300000000,300000000,0,0.0,0,0,0.0
2017,000104,董事之法人代表人,林永泰,0,0,0,0.0,0,0,0.0
2017,000104,董事本人,臺灣金融控股股份有限公司,300000000,300000000,0,0.0,0,0,0.0
2017,000104,董事之法人代表人,黃姝曄,0,0,0,0.0,0,0,0.0
2017,000104,董事本人,臺灣金融控股股份有限公司,300000000,300000000,0,0.0,0,0,0.0
2017,000104,董事之法人代表人,潘榮耀,0,0,0,0.0,0,0,0.0
2017,000104,董事本人,臺灣金融控股股份有限公司,300000000,300000000,0,0.0,0,0,0.0
2017,000104,董事之法人代表人,馬小惠,0,0,0,0.0,0,0,0.0
2017,000104,董事本人,臺灣金融控股股份有限公司,300000000,300000000,0,0.0,0,0,0.0
2017,000104,董事之法人代表人,李莉,0,0,0,0.0,0,0,0.0
2017,000104,獨立董事本人,臺灣金融控股股份有限公司,300000000,300000000,0,0.0,0,0,0.0
2017,000104,獨立董事之代表人,陳妙玲,0,0,0,0.0,0,0,0.0
2017,000104,獨立董事本人,臺灣金融控股股份有限公司,300000000,300000000,0,0.0,0,0,0.0
2017,000104,獨立董事之代表人,蔡明芳,0,0,0,0.0,0,0,0.0
2017,000104,監察人本人,臺灣金融控股股份有限公司,300000000,300000000,0,0.0,0,0,0.0
2017,000104,監察人之法人代表人,吳剛勤,0,0,0,0.0,0,0,0.0
2017,000104,監察人本人,臺灣金融控股股份有限公司,300000000,300000000,0,0.0,0,0,0.0
2017,000104,監察人之法人代表人,郭振雄,0,0,0,0.0,0,0,0.0
2017,000104,監察人本人,臺灣金融控股股份有限公司,300000000,300000000,0,0.0,0,0,0.0
2017,000104,總經理本人,江士田,0,0,0,0.0,0,0,0.0
2017,000104,副總經理本人,廖文正,0,0,0,0.0,0,0,0.0
2017,000104,副總經理本人,林溫琴,0,0,0,0.0,0,0,0.0
2017,000104,經理本人,李宗祥,0,0,0,0.0,0,0,0.0
2017,000104,經理本人,林銘哲,0,0,0,0.0,0,0,0.0
2017,000104,經理本人,梁文奎,0,0,0,0.0,0,0,0.0
2017,000104,經理本人,王俊華,0,0,0,0.0,0,0,0.0
2017,000104,經理本人,連宏銘,0,0,0,0.0,0,0,0.0
2017,000104,經理本人,朱明男,0,0,0,0.0,0,0,0.0
2017,000104,經理本人,林銀龍,0,0,0,0.0,0,0,0.0
2017,000104,經理本人,邵綺仙,0,0,0,0.0,0,0,0.0
2017,000104,經理本人,趙廣乾,0,0,0,0.0,0,0,0.0
2017,000104,經理本人,蔡國樑,0,0,0,0.0,0,0,0.0
2017,000104,經理本人,陳力?,0,0,0,0.0,0,0,0.0
2017,000104,經理本人,闕山雄,0,0,0,0.0,0,0,0.0
2017,000104,經理本人,蕭弘毅,0,0,0,0.0,0,0,0.0
2017,000104,經理本人,陳及人,0,0,0,0.0,0,0,0.0
2017,000104,大股東本人,臺灣金融控股股份有限公司,300000000,300000000,0,0.0,0,0,0.0
2017,000104,財務部門主管本人,闕山雄,0,0,0,0.0,0,0,0.0
2017,000104,會計部門主管本人,陳及人,0,0,0,0.0,0,0,0.0
2017,000104,其他,劉怡君,0,0,0,0.0,0,0,0.0
2017,000116,董事長本人,日盛金融控股股份有限公司,1157212760,1157212760,0,0.0,0,0,0.0
2017,000116,董事長之法人代表人,唐承健,0,0,0,0.0,0,0,0.0
2017,000116,董事本人,日盛金融控股股份有限公司,0,1157212760,0,0.0,0,0,0.0
2017,000116,董事之法人代表人,楊智光,0,0,0,0.0,0,0,0.0
2017,000116,董事本人,日盛金融控股股份有限公司,0,1157212760,0,0.0,0,0,0.0
2017,000116,董事之法人代表人,謝志偉,0,0,0,0.0,0,0,0.0
2017,000116,董事本人,日盛金融控股股份有限公司,0,1157212760,0,0.0,0,0,0.0
2017,000116,董事之法人代表人,黃錦瑭,0,0,0,0.0,0,0,0.0
2017,000116,董事本人,日盛金融控股股份有限公司,0,1157212760,0,0.0,0,0,0.0
2017,000116,董事之法人代表人,黃旭新,0,0,0,0.0,0,0,0.0
2017,000116,董事本人,日盛金融控股股份有限公司,0,1157212760,0,0.0,0,0,0.0
2017,000116,董事之法人代表人,蘇立德,0,0,0,0.0,0,0,0.0
2017,000116,董事本人,日盛金融控股股份有限公司,0,1157212760,0,0.0,0,0,0.0
2017,000116,董事之法人代表人,林佳慶,0,0,0,0.0,0,0,0.0
2017,000116,董事本人,日盛金融控股股份有限公司,0,1157212760,0,0.0,0,0,0.0
2017,000116,董事之法人代表人,羅裕傑,0,0,0,0.0,0,0,0.0
2017,000116,獨立董事本人,日盛金融控股股份有限公司,0,1157212760,0,0.0,0,0,0.0
2017,000116,獨立董事之代表人,林志忠,0,0,0,0.0,0,0,0.0
2017,000116,獨立董事本人,日盛金融控股股份有限公司,0,1157212760,0,0.0,0,0,0.0
2017,000116,獨立董事之代表人,葉銘功,0,0,0,0.0,0,0,0.0
2017,000116,獨立董事本人,日盛金融控股股份有限公司,0,1157212760,0,0.0,0,0,0.0
2017,000116,獨立董事之代表人,鄧澤霖,0,0,0,0.0,0,0,0.0
2017,000116,總經理本人,黃進明,0,0,0,0.0,0,0,0.0
2017,000116,副總經理本人,陳香君,0,0,0,0.0,0,0,0.0
2017,000116,副總經理本人,許牧群,0,0,0,0.0,0,0,0.0
2017,000116,副總經理本人,顏謝雨潤,0,0,0,0.0,0,0,0.0
2017,000116,副總經理本人,鍾學悌,0,0,0,0.0,0,0,0.0
2017,000116,副總經理本人,高淑惠,0,0,0,0.0,0,0,0.0
2017,000116,副總經理本人,張喬翔,0,0,0,0.0,0,0,0.0
2017,000116,副總經理本人,鄒俊一,0,0,0,0.0,0,0,0.0
2017,000116,副總經理本人,蘇立德,0,0,0,0.0,0,0,0.0
2017,000116,經理本人,高浚瑛,0,0,0,0.0,0,0,0.0
2017,000116,經理本人,湯雅蘋,0,0,0,0.0,0,0,0.0
2017,000116,經理本人,林信達,0,0,0,0.0,0,0,0.0
2017,000116,經理本人,蔡立平,0,0,0,0.0,0,0,0.0
2017,000116,經理本人,蘇進賢,0,0,0,0.0,0,0,0.0
2017,000116,經理本人,何美珠,0,0,0,0.0,0,0,0.0
2017,000116,經理本人,林倩玉,0,0,0,0.0,0,0,0.0
2017,000116,經理本人,陳宥竹,0,0,0,0.0,0,0,0.0
2017,000116,經理本人,鄭雅芬,0,0,0,0.0,0,0,0.0
2017,000116,經理本人,蕭崴柏,0,0,0,0.0,0,0,0.0
2017,000116,經理本人,莊淑雅,0,0,0,0.0,0,0,0.0
2017,000116,經理本人,龔冠竹,0,0,0,0.0,0,0,0.0
2017,000116,經理本人,林麗芬,0,0,0,0.0,0,0,0.0
2017,000116,經理本人,林明其,0,0,0,0.0,0,0,0.0
2017,000116,經理本人,吳奉遠,0,0,0,0.0,0,0,0.0
2017,000116,經理本人,林祺雄,0,0,0,0.0,0,0,0.0
2017,000116,經理本人,李瑋瑩,0,0,0,0.0,0,0,0.0
2017,000116,經理本人,葉麗蓁,0,0,0,0.0,0,0,0.0
2017,000116,經理本人,許瓊文,0,0,0,0.0,0,0,0.0
2017,000116,經理本人,柏霞君,0,0,0,0.0,0,0,0.0
2017,000116,經理本人,楊環綠,0,0,0,0.0,0,0,0.0
2017,000116,經理本人,王建達,0,0,0,0.0,0,0,0.0
2017,000116,經理本人,陳信立,0,0,0,0.0,0,0,0.0
2017,000116,協理本人,吳翠江,0,0,0,0.0,0,0,0.0
2017,000116,協理本人,陳正恆,0,0,0,0.0,0,0,0.0
2017,000116,協理本人,鐘仁甫,0,0,0,0.0,0,0,0.0
2017,000116,協理本人,孫謝強,0,0,0,0.0,0,0,0.0
2017,000116,協理本人,王士誠,0,0,0,0.0,0,0,0.0
2017,000116,協理本人,王碧霞,0,0,0,0.0,0,0,0.0
2017,000116,協理本人,張嘉宏,0,0,0,0.0,0,0,0.0
2017,000116,協理本人,許榮旭,0,0,0,0.0,0,0,0.0
2017,000116,協理本人,宋祥鳳,0,0,0,0.0,0,0,0.0
2017,000116,協理本人,黃建勳,0,0,0,0.0,0,0,0.0
2017,000116,協理本人,黃雅雯,0,0,0,0.0,0,0,0.0
2017,000116,協理本人,程如牧,0,0,0,0.0,0,0,0.0
2017,000116,協理本人,陳仲鋐,0,0,0,0.0,0,0,0.0
2017,000116,協理本人,黃鴻毅,0,0,0,0.0,0,0,0.0
2017,000116,協理本人,詹忠欽,0,0,0,0.0,0,0,0.0
2017,000116,協理本人,劉坤松,0,0,0,0.0,0,0,0.0
2017,000116,協理本人,吳偵,0,0,0,0.0,0,0,0.0
2017,000116,協理本人,江宏斌,0,0,0,0.0,0,0,0.0
2017,000116,協理本人,楊敦仁,0,0,0,0.0,0,0,0.0
2017,000116,協理本人,張秀月,0,0,0,0.0,0,0,0.0
2017,000116,協理本人,王世敬,0,0,0,0.0,0,0,0.0
2017,000116,協理本人,夏冠英,0,0,0,0.0,0,0,0.0
2017,000116,協理本人,陳信良,0,0,0,0.0,0,0,0.0
2017,000116,協理本人,林美智,0,0,0,0.0,0,0,0.0
2017,000116,協理本人,王明松,0,0,0,0.0,0,0,0.0
2017,000116,協理本人,劉向麗,0,0,0,0.0,0,0,0.0
2017,000116,協理本人,陳朝泉,0,0,0,0.0,0,0,0.0
2017,000116,協理本人,施詠傑,0,0,0,0.0,0,0,0.0
2017,000116,協理本人,宮文仲,0,0,0,0.0,0,0,0.0
2017,000116,協理本人,周大光,0,0,0,0.0,0,0,0.0
2017,000116,協理本人,于大龍,0,0,0,0.0,0,0,0.0
