year,stock_code,title,shareholder,shareholding_initial,shareholding_current,pledge,pledge_pp,others_shareholding_total,others_pledge,others_pledge_pp
2018,104,董事長本人,臺灣金融控股股份有限公司,300000000,300000000,0,0.0,0,0,0.0
2018,104,董事長之法人代表人,魏江霖,0,0,0,0.0,0,0,0.0
2018,104,董事本人,臺灣金融控股股份有限公司,300000000,300000000,0,0.0,0,0,0.0
2018,104,董事之法人代表人,江士田,0,0,0,0.0,0,0,0.0
2018,104,董事本人,臺灣金融控股股份有限公司,300000000,300000000,0,0.0,0,0,0.0
2018,104,董事之法人代表人,潘榮耀,0,0,0,0.0,0,0,0.0
2018,104,董事本人,臺灣金融控股股份有限公司,300000000,300000000,0,0.0,0,0,0.0
2018,104,董事之法人代表人,馬小惠,0,0,0,0.0,0,0,0.0
2018,104,董事本人,臺灣金融控股股份有限公司,300000000,300000000,0,0.0,0,0,0.0
2018,104,董事之法人代表人,張國勇,0,0,0,0.0,0,0,0.0
2018,104,董事本人,臺灣金融控股股份有限公司,300000000,300000000,0,0.0,0,0,0.0
2018,104,董事之法人代表人,郭明青,0,0,0,0.0,0,0,0.0
2018,104,董事本人,臺灣金融控股股份有限公司,300000000,300000000,0,0.0,0,0,0.0
2018,104,董事之法人代表人,陳宏元,0,0,0,0.0,0,0,0.0
2018,104,獨立董事本人,臺灣金融控股股份有限公司,300000000,300000000,0,0.0,0,0,0.0
2018,104,獨立董事之代表人,彭百顯,0,0,0,0.0,0,0,0.0
2018,104,獨立董事本人,臺灣金融控股股份有限公司,300000000,300000000,0,0.0,0,0,0.0
2018,104,獨立董事之代表人,陳妙玲,0,0,0,0.0,0,0,0.0
2018,104,監察人本人,臺灣金融控股股份有限公司,300000000,300000000,0,0.0,0,0,0.0
2018,104,監察人之法人代表人,吳剛勤,0,0,0,0.0,0,0,0.0
2018,104,監察人本人,臺灣金融控股股份有限公司,300000000,300000000,0,0.0,0,0,0.0
2018,104,監察人之法人代表人,郭振雄,0,0,0,0.0,0,0,0.0
2018,104,監察人本人,臺灣金融控股股份有限公司,300000000,300000000,0,0.0,0,0,0.0
2018,104,總經理本人,江士田,0,0,0,0.0,0,0,0.0
2018,104,大股東本人,臺灣金融控股股份有限公司,300000000,300000000,0,0.0,0,0,0.0
2018,104,財務部門主管本人,王俊華,0,0,0,0.0,0,0,0.0
2018,104,會計部門主管本人,陳及人,0,0,0,0.0,0,0,0.0
2018,104,其他,劉怡君,0,0,0,0.0,0,0,0.0
2018,104,其他,林溫琴,0,0,0,0.0,0,0,0.0
2018,116,董事長本人,日盛金融控股股份有限公司,1157212760,1157212760,0,0.0,0,0,0.0
2018,116,董事長之法人代表人,唐承健,0,0,0,0.0,0,0,0.0
2018,116,董事本人,日盛金融控股股份有限公司,0,1157212760,0,0.0,0,0,0.0
2018,116,董事之法人代表人,楊智光,0,0,0,0.0,0,0,0.0
2018,116,董事本人,日盛金融控股股份有限公司,0,1157212760,0,0.0,0,0,0.0
2018,116,董事之法人代表人,謝志偉,0,0,0,0.0,0,0,0.0
2018,116,董事本人,日盛金融控股股份有限公司,0,1157212760,0,0.0,0,0,0.0
2018,116,董事之法人代表人,黃錦瑭,0,0,0,0.0,0,0,0.0
